datetime,count
2011-01-16 00:00:00,55.11904761904762
2011-01-16 01:00:00,55.11904761904762
2011-01-16 02:00:00,55.11904761904762
2011-01-16 03:00:00,55.11904761904762
2011-01-16 04:00:00,55.11904761904762
2011-01-16 05:00:00,55.11904761904762
2011-01-16 06:00:00,55.11904761904762
2011-01-16 07:00:00,55.11904761904762
2011-01-16 08:00:00,55.11904761904762
2011-01-16 09:00:00,55.11904761904762
2011-01-16 10:00:00,55.11904761904762
2011-01-16 11:00:00,55.11904761904762
2011-01-16 12:00:00,55.11904761904762
2011-01-16 13:00:00,55.11904761904762
2011-01-16 14:00:00,119.79166666666667
2011-01-16 15:00:00,55.11904761904762
2011-01-16 16:00:00,55.11904761904762
2011-01-16 17:00:00,55.11904761904762
2011-01-16 18:00:00,55.11904761904762
2011-01-16 19:00:00,55.11904761904762
2011-01-16 20:00:00,55.11904761904762
2011-01-16 21:00:00,55.11904761904762
2011-01-16 22:00:00,55.11904761904762
2011-01-16 23:00:00,55.11904761904762
2011-01-17 00:00:00,55.11904761904762
2011-01-17 01:00:00,55.11904761904762
2011-01-17 02:00:00,55.11904761904762
2011-01-17 03:00:00,55.11904761904762
2011-01-17 04:00:00,55.11904761904762
2011-01-17 05:00:00,55.11904761904762
2011-01-17 06:00:00,55.11904761904762
2011-01-17 07:00:00,55.11904761904762
2011-01-17 08:00:00,55.11904761904762
2011-01-17 09:00:00,55.11904761904762
2011-01-17 10:00:00,55.11904761904762
2011-01-17 11:00:00,55.11904761904762
2011-01-17 12:00:00,55.11904761904762
2011-01-17 13:00:00,55.11904761904762
2011-01-17 14:00:00,55.11904761904762
2011-01-17 15:00:00,55.11904761904762
2011-01-17 16:00:00,55.11904761904762
2011-01-17 17:00:00,55.11904761904762
2011-01-17 18:00:00,55.11904761904762
2011-01-17 19:00:00,55.11904761904762
2011-01-17 20:00:00,55.11904761904762
2011-01-17 21:00:00,55.11904761904762
2011-01-17 22:00:00,55.11904761904762
2011-01-17 23:00:00,55.11904761904762
2011-01-18 12:00:00,85.50320512820512
2011-01-18 13:00:00,85.50320512820512
2011-01-18 14:00:00,85.50320512820512
2011-01-18 15:00:00,85.50320512820512
2011-01-18 16:00:00,85.50320512820512
2011-01-18 17:00:00,85.50320512820512
2011-01-18 18:00:00,85.50320512820512
2011-01-18 19:00:00,85.50320512820512
2011-01-18 20:00:00,85.50320512820512
2011-01-18 21:00:00,85.50320512820512
2011-01-18 22:00:00,85.50320512820512
2011-01-18 23:00:00,85.50320512820512
2011-01-19 00:00:00,85.50320512820512
2011-01-19 01:00:00,85.50320512820512
2011-01-19 02:00:00,85.50320512820512
2011-01-19 04:00:00,85.50320512820512
2011-01-19 05:00:00,85.50320512820512
2011-01-19 06:00:00,85.50320512820512
2011-01-19 07:00:00,85.50320512820512
2011-01-19 08:00:00,85.50320512820512
2011-01-19 09:00:00,85.50320512820512
2011-01-19 10:00:00,85.50320512820512
2011-01-19 11:00:00,119.79166666666667
2011-01-19 12:00:00,119.79166666666667
2011-01-19 13:00:00,161.01101928374655
2011-01-19 14:00:00,161.01101928374655
2011-01-19 15:00:00,161.01101928374655
2011-01-19 16:00:00,161.01101928374655
2011-01-19 17:00:00,161.01101928374655
2011-01-19 18:00:00,161.01101928374655
2011-01-19 19:00:00,161.01101928374655
2011-01-19 20:00:00,161.01101928374655
2011-01-19 21:00:00,161.01101928374655
2011-01-19 22:00:00,119.79166666666667
2011-01-19 23:00:00,119.79166666666667
2011-02-16 00:00:00,85.50320512820512
2011-02-16 01:00:00,85.50320512820512
2011-02-16 03:00:00,85.50320512820512
2011-02-16 04:00:00,85.50320512820512
2011-02-16 05:00:00,85.50320512820512
2011-02-16 06:00:00,85.50320512820512
2011-02-16 07:00:00,85.50320512820512
2011-02-16 08:00:00,85.50320512820512
2011-02-16 09:00:00,85.50320512820512
2011-02-16 10:00:00,85.50320512820512
2011-02-16 11:00:00,161.01101928374655
2011-02-16 12:00:00,161.01101928374655
2011-02-16 13:00:00,161.01101928374655
2011-02-16 14:00:00,161.01101928374655
2011-02-16 15:00:00,161.01101928374655
2011-02-16 16:00:00,161.01101928374655
2011-02-16 17:00:00,161.01101928374655
2011-02-16 18:00:00,161.01101928374655
2011-02-16 19:00:00,161.01101928374655
2011-02-16 20:00:00,161.01101928374655
2011-02-16 21:00:00,161.01101928374655
2011-02-16 22:00:00,161.01101928374655
2011-02-16 23:00:00,161.01101928374655
2011-02-17 00:00:00,161.01101928374655
2011-02-17 01:00:00,161.01101928374655
2011-02-17 02:00:00,161.01101928374655
2011-02-17 03:00:00,161.01101928374655
2011-02-17 04:00:00,161.01101928374655
2011-02-17 05:00:00,160.38313767342584
2011-02-17 06:00:00,119.79166666666667
2011-02-17 07:00:00,161.01101928374655
2011-02-17 08:00:00,161.01101928374655
2011-02-17 09:00:00,161.01101928374655
2011-02-17 10:00:00,161.01101928374655
2011-02-17 11:00:00,161.01101928374655
2011-02-17 12:00:00,242.9298245614035
2011-02-17 13:00:00,242.9298245614035
2011-02-17 14:00:00,325.65057712486885
2011-02-17 15:00:00,325.65057712486885
2011-02-17 16:00:00,242.9298245614035
2011-02-17 17:00:00,242.9298245614035
2011-02-17 18:00:00,242.9298245614035
2011-02-17 19:00:00,242.9298245614035
2011-02-17 20:00:00,242.9298245614035
2011-02-17 21:00:00,242.9298245614035
2011-02-17 22:00:00,242.9298245614035
2011-02-17 23:00:00,160.38313767342584
2011-02-18 00:00:00,160.38313767342584
2011-02-18 01:00:00,160.38313767342584
2011-02-18 02:00:00,160.38313767342584
2011-02-18 03:00:00,160.38313767342584
2011-02-18 04:00:00,160.38313767342584
2011-02-18 05:00:00,160.38313767342584
2011-02-18 06:00:00,160.38313767342584
2011-02-18 07:00:00,160.38313767342584
2011-02-18 08:00:00,160.38313767342584
2011-02-18 09:00:00,160.38313767342584
2011-02-18 10:00:00,160.38313767342584
2011-02-18 11:00:00,160.38313767342584
2011-02-18 12:00:00,242.9298245614035
2011-02-18 13:00:00,325.65057712486885
2011-02-18 14:00:00,325.65057712486885
2011-02-18 15:00:00,325.65057712486885
2011-02-18 16:00:00,325.65057712486885
2011-02-18 17:00:00,325.65057712486885
2011-02-18 18:00:00,325.65057712486885
2011-02-18 19:00:00,325.65057712486885
2011-02-18 20:00:00,325.65057712486885
2011-02-18 21:00:00,242.9298245614035
2011-02-18 22:00:00,242.9298245614035
2011-02-18 23:00:00,242.9298245614035
2011-02-19 00:00:00,242.9298245614035
2011-02-19 01:00:00,161.01101928374655
2011-02-19 02:00:00,161.01101928374655
2011-02-19 03:00:00,161.01101928374655
2011-02-19 04:00:00,161.01101928374655
2011-02-19 05:00:00,161.01101928374655
2011-02-19 06:00:00,161.01101928374655
2011-02-19 07:00:00,161.01101928374655
2011-02-19 08:00:00,161.01101928374655
2011-02-19 09:00:00,161.01101928374655
2011-02-19 10:00:00,161.01101928374655
2011-02-19 11:00:00,161.01101928374655
2011-02-19 12:00:00,161.01101928374655
2011-02-19 13:00:00,161.01101928374655
2011-02-19 14:00:00,161.01101928374655
2011-02-19 15:00:00,161.01101928374655
2011-02-19 16:00:00,161.01101928374655
2011-02-19 17:00:00,161.01101928374655
2011-02-19 18:00:00,161.01101928374655
2011-02-19 19:00:00,161.01101928374655
2011-02-19 20:00:00,161.01101928374655
2011-02-19 21:00:00,161.01101928374655
2011-02-19 22:00:00,119.79166666666667
2011-02-19 23:00:00,119.79166666666667
2011-03-16 00:00:00,119.79166666666667
2011-03-16 01:00:00,119.79166666666667
2011-03-16 03:00:00,119.79166666666667
2011-03-16 04:00:00,119.79166666666667
2011-03-16 05:00:00,119.79166666666667
2011-03-16 06:00:00,119.79166666666667
2011-03-16 07:00:00,119.79166666666667
2011-03-16 08:00:00,84.88607594936708
2011-03-16 09:00:00,84.88607594936708
2011-03-16 10:00:00,120.67375132837407
2011-03-16 11:00:00,120.67375132837407
2011-03-16 12:00:00,160.38313767342584
2011-03-16 13:00:00,160.38313767342584
2011-03-16 14:00:00,160.38313767342584
2011-03-16 15:00:00,160.38313767342584
2011-03-16 16:00:00,160.38313767342584
